,group,filepath,subgroup
0,DorothyDay,./data_dsicap/DorothyDay/raw/581.html.txt,test08
1,DorothyDay,./data_dsicap/DorothyDay/raw/370.html.txt,train23
2,DorothyDay,./data_dsicap/DorothyDay/raw/374.html.txt,train23
3,DorothyDay,./data_dsicap/DorothyDay/raw/220.html.txt,train32
4,DorothyDay,./data_dsicap/DorothyDay/raw/276.html.txt,test09
5,DorothyDay,./data_dsicap/DorothyDay/raw/429.html.txt,train16
6,DorothyDay,./data_dsicap/DorothyDay/raw/866.html.txt,train18
7,DorothyDay,./data_dsicap/DorothyDay/raw/464.html.txt,train12
8,DorothyDay,./data_dsicap/DorothyDay/raw/891.html.txt,train35
9,DorothyDay,./data_dsicap/DorothyDay/raw/515.html.txt,train08
10,DorothyDay,./data_dsicap/DorothyDay/raw/852.html.txt,train11
11,DorothyDay,./data_dsicap/DorothyDay/raw/676.html.txt,test21
12,DorothyDay,./data_dsicap/DorothyDay/raw/579.html.txt,train02
13,DorothyDay,./data_dsicap/DorothyDay/raw/270.html.txt,test00
14,DorothyDay,./data_dsicap/DorothyDay/raw/161.html.txt,test11
15,DorothyDay,./data_dsicap/DorothyDay/raw/694.html.txt,test07
16,DorothyDay,./data_dsicap/DorothyDay/raw/861.html.txt,train03
17,DorothyDay,./data_dsicap/DorothyDay/raw/596.html.txt,test01
18,DorothyDay,./data_dsicap/DorothyDay/raw/834.html.txt,train34
19,DorothyDay,./data_dsicap/DorothyDay/raw/454.html.txt,train09
20,DorothyDay,./data_dsicap/DorothyDay/raw/317.html.txt,train22
21,DorothyDay,./data_dsicap/DorothyDay/raw/283.html.txt,train46
22,DorothyDay,./data_dsicap/DorothyDay/raw/513.html.txt,train05
23,DorothyDay,./data_dsicap/DorothyDay/raw/902.html.txt,train05
24,DorothyDay,./data_dsicap/DorothyDay/raw/203.html.txt,train11
25,DorothyDay,./data_dsicap/DorothyDay/raw/15.html.txt,train35
26,DorothyDay,./data_dsicap/DorothyDay/raw/452.html.txt,train53
27,DorothyDay,./data_dsicap/DorothyDay/raw/631.html.txt,train41
28,DorothyDay,./data_dsicap/DorothyDay/raw/666.html.txt,test16
29,DorothyDay,./data_dsicap/DorothyDay/raw/385.html.txt,train40
30,DorothyDay,./data_dsicap/DorothyDay/raw/594.html.txt,train06
31,DorothyDay,./data_dsicap/DorothyDay/raw/793.html.txt,train12
32,DorothyDay,./data_dsicap/DorothyDay/raw/863.html.txt,train18
33,DorothyDay,./data_dsicap/DorothyDay/raw/42.html.txt,train13
