,group,filepath,subgroup
0,DorothyDay,./data_dsicap/DorothyDay/raw/581.html.txt,test21
1,DorothyDay,./data_dsicap/DorothyDay/raw/370.html.txt,train24
2,DorothyDay,./data_dsicap/DorothyDay/raw/374.html.txt,train27
3,DorothyDay,./data_dsicap/DorothyDay/raw/220.html.txt,train54
4,DorothyDay,./data_dsicap/DorothyDay/raw/276.html.txt,train52
5,DorothyDay,./data_dsicap/DorothyDay/raw/429.html.txt,train00
6,DorothyDay,./data_dsicap/DorothyDay/raw/866.html.txt,train46
7,DorothyDay,./data_dsicap/DorothyDay/raw/464.html.txt,test14
8,DorothyDay,./data_dsicap/DorothyDay/raw/891.html.txt,train28
9,DorothyDay,./data_dsicap/DorothyDay/raw/515.html.txt,train47
10,DorothyDay,./data_dsicap/DorothyDay/raw/852.html.txt,train28
11,DorothyDay,./data_dsicap/DorothyDay/raw/676.html.txt,train38
12,DorothyDay,./data_dsicap/DorothyDay/raw/579.html.txt,train19
13,DorothyDay,./data_dsicap/DorothyDay/raw/270.html.txt,train51
14,DorothyDay,./data_dsicap/DorothyDay/raw/161.html.txt,train20
15,DorothyDay,./data_dsicap/DorothyDay/raw/694.html.txt,test14
16,DorothyDay,./data_dsicap/DorothyDay/raw/861.html.txt,train09
17,DorothyDay,./data_dsicap/DorothyDay/raw/596.html.txt,train34
18,DorothyDay,./data_dsicap/DorothyDay/raw/834.html.txt,test17
19,DorothyDay,./data_dsicap/DorothyDay/raw/454.html.txt,train32
20,DorothyDay,./data_dsicap/DorothyDay/raw/317.html.txt,train06
21,DorothyDay,./data_dsicap/DorothyDay/raw/283.html.txt,train40
22,DorothyDay,./data_dsicap/DorothyDay/raw/513.html.txt,test05
23,DorothyDay,./data_dsicap/DorothyDay/raw/902.html.txt,train02
24,DorothyDay,./data_dsicap/DorothyDay/raw/203.html.txt,train18
25,DorothyDay,./data_dsicap/DorothyDay/raw/15.html.txt,train08
26,DorothyDay,./data_dsicap/DorothyDay/raw/452.html.txt,train00
27,DorothyDay,./data_dsicap/DorothyDay/raw/631.html.txt,train20
28,DorothyDay,./data_dsicap/DorothyDay/raw/666.html.txt,train13
29,DorothyDay,./data_dsicap/DorothyDay/raw/385.html.txt,train25
30,DorothyDay,./data_dsicap/DorothyDay/raw/594.html.txt,train51
31,DorothyDay,./data_dsicap/DorothyDay/raw/793.html.txt,train13
32,DorothyDay,./data_dsicap/DorothyDay/raw/863.html.txt,test16
33,DorothyDay,./data_dsicap/DorothyDay/raw/42.html.txt,train35
34,DorothyDay,./data_dsicap/DorothyDay/raw/440.html.txt,test16
35,DorothyDay,./data_dsicap/DorothyDay/raw/214.html.txt,train46
36,DorothyDay,./data_dsicap/DorothyDay/raw/941.html.txt,test17
37,DorothyDay,./data_dsicap/DorothyDay/raw/812.html.txt,train47
38,DorothyDay,./data_dsicap/DorothyDay/raw/13.html.txt,test19
39,DorothyDay,./data_dsicap/DorothyDay/raw/301.html.txt,test00
40,DorothyDay,./data_dsicap/DorothyDay/raw/389.html.txt,train23
41,DorothyDay,./data_dsicap/DorothyDay/raw/574.html.txt,test20
42,DorothyDay,./data_dsicap/DorothyDay/raw/527.html.txt,train38
43,DorothyDay,./data_dsicap/DorothyDay/raw/217.html.txt,train15
44,DorothyDay,./data_dsicap/DorothyDay/raw/583.html.txt,test14
45,DorothyDay,./data_dsicap/DorothyDay/raw/242.html.txt,test03
46,DorothyDay,./data_dsicap/DorothyDay/raw/909.html.txt,test15
47,DorothyDay,./data_dsicap/DorothyDay/raw/651.html.txt,train39
48,DorothyDay,./data_dsicap/DorothyDay/raw/788.html.txt,train32
49,DorothyDay,./data_dsicap/DorothyDay/raw/890.html.txt,test22
50,DorothyDay,./data_dsicap/DorothyDay/raw/658.html.txt,test20
51,DorothyDay,./data_dsicap/DorothyDay/raw/528.html.txt,train14
52,DorothyDay,./data_dsicap/DorothyDay/raw/598.html.txt,train17
53,DorothyDay,./data_dsicap/DorothyDay/raw/518.html.txt,train41
54,DorothyDay,./data_dsicap/DorothyDay/raw/289.html.txt,train30
55,DorothyDay,./data_dsicap/DorothyDay/raw/375.html.txt,train33
56,DorothyDay,./data_dsicap/DorothyDay/raw/377.html.txt,train10
57,DorothyDay,./data_dsicap/DorothyDay/raw/490.html.txt,train45
58,DorothyDay,./data_dsicap/DorothyDay/raw/334.html.txt,train14
59,DorothyDay,./data_dsicap/DorothyDay/raw/828.html.txt,train48
60,DorothyDay,./data_dsicap/DorothyDay/raw/900.html.txt,test07
61,DorothyDay,./data_dsicap/DorothyDay/raw/715.html.txt,train38
62,DorothyDay,./data_dsicap/DorothyDay/raw/382.html.txt,train39
63,DorothyDay,./data_dsicap/DorothyDay/raw/936.html.txt,test06
64,DorothyDay,./data_dsicap/DorothyDay/raw/734.html.txt,train52
65,DorothyDay,./data_dsicap/DorothyDay/raw/529.html.txt,train38
66,DorothyDay,./data_dsicap/DorothyDay/raw/759.html.txt,train07
67,DorothyDay,./data_dsicap/DorothyDay/raw/363.html.txt,train06
68,DorothyDay,./data_dsicap/DorothyDay/raw/191.html.txt,train00
69,DorothyDay,./data_dsicap/DorothyDay/raw/313.html.txt,train20
70,DorothyDay,./data_dsicap/DorothyDay/raw/248.html.txt,train12
71,DorothyDay,./data_dsicap/DorothyDay/raw/302.html.txt,train21
72,DorothyDay,./data_dsicap/DorothyDay/raw/468.html.txt,test07
73,DorothyDay,./data_dsicap/DorothyDay/raw/176.html.txt,train23
74,DorothyDay,./data_dsicap/DorothyDay/raw/789.html.txt,test20
75,DorothyDay,./data_dsicap/DorothyDay/raw/16.html.txt,train04
76,DorothyDay,./data_dsicap/DorothyDay/raw/824.html.txt,train00
77,DorothyDay,./data_dsicap/DorothyDay/raw/533.html.txt,train11
78,DorothyDay,./data_dsicap/DorothyDay/raw/310.html.txt,train30
79,DorothyDay,./data_dsicap/DorothyDay/raw/938.html.txt,test20
80,DorothyDay,./data_dsicap/DorothyDay/raw/730.html.txt,test14
81,DorothyDay,./data_dsicap/DorothyDay/raw/292.html.txt,train05
82,DorothyDay,./data_dsicap/DorothyDay/raw/303.html.txt,test00
83,DorothyDay,./data_dsicap/DorothyDay/raw/368.html.txt,test16
84,DorothyDay,./data_dsicap/DorothyDay/raw/683.html.txt,train07
85,DorothyDay,./data_dsicap/DorothyDay/raw/727.html.txt,train37
86,DorothyDay,./data_dsicap/DorothyDay/raw/745.html.txt,train34
87,DorothyDay,./data_dsicap/DorothyDay/raw/934.html.txt,test12
88,DorothyDay,./data_dsicap/DorothyDay/raw/819.html.txt,train27
89,DorothyDay,./data_dsicap/DorothyDay/raw/274.html.txt,train05
90,DorothyDay,./data_dsicap/DorothyDay/raw/795.html.txt,test18
91,DorothyDay,./data_dsicap/DorothyDay/raw/848.html.txt,test16
92,DorothyDay,./data_dsicap/DorothyDay/raw/258.html.txt,train33
93,DorothyDay,./data_dsicap/DorothyDay/raw/330.html.txt,test02
94,DorothyDay,./data_dsicap/DorothyDay/raw/512.html.txt,test01
95,DorothyDay,./data_dsicap/DorothyDay/raw/510.html.txt,test18
96,DorothyDay,./data_dsicap/DorothyDay/raw/479.html.txt,train43
97,DorothyDay,./data_dsicap/DorothyDay/raw/560.html.txt,train03
98,DorothyDay,./data_dsicap/DorothyDay/raw/611.html.txt,train16
99,DorothyDay,./data_dsicap/DorothyDay/raw/172.html.txt,test10
100,DorothyDay,./data_dsicap/DorothyDay/raw/661.html.txt,test16
101,DorothyDay,./data_dsicap/DorothyDay/raw/153.html.txt,train22
102,DorothyDay,./data_dsicap/DorothyDay/raw/702.html.txt,train34
103,DorothyDay,./data_dsicap/DorothyDay/raw/716.html.txt,train43
104,DorothyDay,./data_dsicap/DorothyDay/raw/216.html.txt,train07
105,DorothyDay,./data_dsicap/DorothyDay/raw/430.html.txt,train00
106,DorothyDay,./data_dsicap/DorothyDay/raw/609.html.txt,test01
107,DorothyDay,./data_dsicap/DorothyDay/raw/627.html.txt,train39
108,DorothyDay,./data_dsicap/DorothyDay/raw/358.html.txt,train42
109,DorothyDay,./data_dsicap/DorothyDay/raw/823.html.txt,test06
110,DorothyDay,./data_dsicap/DorothyDay/raw/707.html.txt,train21
111,DorothyDay,./data_dsicap/DorothyDay/raw/580.html.txt,train31
112,DorothyDay,./data_dsicap/DorothyDay/raw/783.html.txt,train03
113,DorothyDay,./data_dsicap/DorothyDay/raw/606.html.txt,train21
114,DorothyDay,./data_dsicap/DorothyDay/raw/687.html.txt,train05
115,DorothyDay,./data_dsicap/DorothyDay/raw/396.html.txt,train48
116,DorothyDay,./data_dsicap/DorothyDay/raw/605.html.txt,train13
117,DorothyDay,./data_dsicap/DorothyDay/raw/232.html.txt,test07
118,DorothyDay,./data_dsicap/DorothyDay/raw/254.html.txt,train36
119,DorothyDay,./data_dsicap/DorothyDay/raw/480.html.txt,train24
120,DorothyDay,./data_dsicap/DorothyDay/raw/650.html.txt,train21
121,DorothyDay,./data_dsicap/DorothyDay/raw/307.html.txt,train28
122,DorothyDay,./data_dsicap/DorothyDay/raw/736.html.txt,train04
123,DorothyDay,./data_dsicap/DorothyDay/raw/260.html.txt,train10
124,DorothyDay,./data_dsicap/DorothyDay/raw/699.html.txt,train47
125,DorothyDay,./data_dsicap/DorothyDay/raw/857.html.txt,train05
126,DorothyDay,./data_dsicap/DorothyDay/raw/352.html.txt,train08
127,DorothyDay,./data_dsicap/DorothyDay/raw/802.html.txt,train17
128,DorothyDay,./data_dsicap/DorothyDay/raw/450.html.txt,test02
129,DorothyDay,./data_dsicap/DorothyDay/raw/264.html.txt,test11
130,DorothyDay,./data_dsicap/DorothyDay/raw/383.html.txt,train30
131,DorothyDay,./data_dsicap/DorothyDay/raw/299.html.txt,train35
132,DorothyDay,./data_dsicap/DorothyDay/raw/646.html.txt,train12
133,DorothyDay,./data_dsicap/DorothyDay/raw/401.html.txt,train41
134,DorothyDay,./data_dsicap/DorothyDay/raw/474.html.txt,train30
135,DorothyDay,./data_dsicap/DorothyDay/raw/782.html.txt,train11
136,DorothyDay,./data_dsicap/DorothyDay/raw/530.html.txt,train00
137,DorothyDay,./data_dsicap/DorothyDay/raw/743.html.txt,train12
138,DorothyDay,./data_dsicap/DorothyDay/raw/170.html.txt,train20
139,DorothyDay,./data_dsicap/DorothyDay/raw/199.html.txt,train53
140,DorothyDay,./data_dsicap/DorothyDay/raw/632.html.txt,test04
141,DorothyDay,./data_dsicap/DorothyDay/raw/644.html.txt,train28
142,DorothyDay,./data_dsicap/DorothyDay/raw/12.html.txt,train40
143,DorothyDay,./data_dsicap/DorothyDay/raw/840.html.txt,train31
144,DorothyDay,./data_dsicap/DorothyDay/raw/506.html.txt,train37
145,DorothyDay,./data_dsicap/DorothyDay/raw/231.html.txt,test18
146,DorothyDay,./data_dsicap/DorothyDay/raw/244.html.txt,train38
147,DorothyDay,./data_dsicap/DorothyDay/raw/146.html.txt,train15
148,DorothyDay,./data_dsicap/DorothyDay/raw/643.html.txt,train45
149,DorothyDay,./data_dsicap/DorothyDay/raw/279.html.txt,train18
150,DorothyDay,./data_dsicap/DorothyDay/raw/898.html.txt,train02
151,DorothyDay,./data_dsicap/DorothyDay/raw/174.html.txt,train39
152,DorothyDay,./data_dsicap/DorothyDay/raw/937.html.txt,test19
153,DorothyDay,./data_dsicap/DorothyDay/raw/268.html.txt,test22
154,DorothyDay,./data_dsicap/DorothyDay/raw/357.html.txt,train44
155,DorothyDay,./data_dsicap/DorothyDay/raw/467.html.txt,test09
156,DorothyDay,./data_dsicap/DorothyDay/raw/555.html.txt,train36
157,DorothyDay,./data_dsicap/DorothyDay/raw/576.html.txt,test05
158,DorothyDay,./data_dsicap/DorothyDay/raw/420.html.txt,train41
159,DorothyDay,./data_dsicap/DorothyDay/raw/353.html.txt,train04
160,DorothyDay,./data_dsicap/DorothyDay/raw/145.html.txt,train34
161,DorothyDay,./data_dsicap/DorothyDay/raw/361.html.txt,train31
162,DorothyDay,./data_dsicap/DorothyDay/raw/439.html.txt,test13
163,DorothyDay,./data_dsicap/DorothyDay/raw/913.html.txt,train00
164,DorothyDay,./data_dsicap/DorothyDay/raw/227.html.txt,test21
165,DorothyDay,./data_dsicap/DorothyDay/raw/463.html.txt,train01
166,DorothyDay,./data_dsicap/DorothyDay/raw/538.html.txt,test00
167,DorothyDay,./data_dsicap/DorothyDay/raw/713.html.txt,train50
168,DorothyDay,./data_dsicap/DorothyDay/raw/670.html.txt,train20
169,DorothyDay,./data_dsicap/DorothyDay/raw/511.html.txt,train27
170,DorothyDay,./data_dsicap/DorothyDay/raw/197.html.txt,train48
171,DorothyDay,./data_dsicap/DorothyDay/raw/269.html.txt,train18
172,DorothyDay,./data_dsicap/DorothyDay/raw/298.html.txt,train32
173,DorothyDay,./data_dsicap/DorothyDay/raw/320.html.txt,train19
174,DorothyDay,./data_dsicap/DorothyDay/raw/502.html.txt,train04
175,DorothyDay,./data_dsicap/DorothyDay/raw/855.html.txt,test12
176,DorothyDay,./data_dsicap/DorothyDay/raw/552.html.txt,train39
177,DorothyDay,./data_dsicap/DorothyDay/raw/448.html.txt,train27
178,DorothyDay,./data_dsicap/DorothyDay/raw/914.html.txt,train15
179,DorothyDay,./data_dsicap/DorothyDay/raw/500.html.txt,test05
180,DorothyDay,./data_dsicap/DorothyDay/raw/155.html.txt,train40
181,DorothyDay,./data_dsicap/DorothyDay/raw/156.html.txt,test14
182,DorothyDay,./data_dsicap/DorothyDay/raw/372.html.txt,train22
183,DorothyDay,./data_dsicap/DorothyDay/raw/589.html.txt,test08
184,DorothyDay,./data_dsicap/DorothyDay/raw/705.html.txt,train40
185,DorothyDay,./data_dsicap/DorothyDay/raw/561.html.txt,train33
186,DorothyDay,./data_dsicap/DorothyDay/raw/497.html.txt,test04
187,DorothyDay,./data_dsicap/DorothyDay/raw/413.html.txt,train53
188,DorothyDay,./data_dsicap/DorothyDay/raw/904.html.txt,test16
