,group,filepath,subgroup
0,DorothyDay,./data_dsicap/DorothyDay/raw/581.html.txt,train04
1,DorothyDay,./data_dsicap/DorothyDay/raw/370.html.txt,test15
2,DorothyDay,./data_dsicap/DorothyDay/raw/374.html.txt,train01
3,DorothyDay,./data_dsicap/DorothyDay/raw/220.html.txt,train06
4,DorothyDay,./data_dsicap/DorothyDay/raw/276.html.txt,test04
5,DorothyDay,./data_dsicap/DorothyDay/raw/429.html.txt,train38
6,DorothyDay,./data_dsicap/DorothyDay/raw/866.html.txt,train06
7,DorothyDay,./data_dsicap/DorothyDay/raw/464.html.txt,train47
8,DorothyDay,./data_dsicap/DorothyDay/raw/891.html.txt,test03
9,DorothyDay,./data_dsicap/DorothyDay/raw/515.html.txt,train42
10,DorothyDay,./data_dsicap/DorothyDay/raw/852.html.txt,train18
11,DorothyDay,./data_dsicap/DorothyDay/raw/676.html.txt,test13
12,DorothyDay,./data_dsicap/DorothyDay/raw/579.html.txt,train29
13,DorothyDay,./data_dsicap/DorothyDay/raw/270.html.txt,train26
14,DorothyDay,./data_dsicap/DorothyDay/raw/161.html.txt,train17
15,DorothyDay,./data_dsicap/DorothyDay/raw/694.html.txt,train25
16,DorothyDay,./data_dsicap/DorothyDay/raw/861.html.txt,train26
17,DorothyDay,./data_dsicap/DorothyDay/raw/596.html.txt,train01
18,DorothyDay,./data_dsicap/DorothyDay/raw/834.html.txt,train12
19,DorothyDay,./data_dsicap/DorothyDay/raw/454.html.txt,train36
20,DorothyDay,./data_dsicap/DorothyDay/raw/317.html.txt,test11
21,DorothyDay,./data_dsicap/DorothyDay/raw/283.html.txt,train23
22,DorothyDay,./data_dsicap/DorothyDay/raw/513.html.txt,test10
23,DorothyDay,./data_dsicap/DorothyDay/raw/902.html.txt,test13
24,DorothyDay,./data_dsicap/DorothyDay/raw/203.html.txt,train37
25,DorothyDay,./data_dsicap/DorothyDay/raw/15.html.txt,train45
26,DorothyDay,./data_dsicap/DorothyDay/raw/452.html.txt,test22
27,DorothyDay,./data_dsicap/DorothyDay/raw/631.html.txt,train04
28,DorothyDay,./data_dsicap/DorothyDay/raw/666.html.txt,test00
29,DorothyDay,./data_dsicap/DorothyDay/raw/385.html.txt,test04
30,DorothyDay,./data_dsicap/DorothyDay/raw/594.html.txt,test21
31,DorothyDay,./data_dsicap/DorothyDay/raw/793.html.txt,train14
32,DorothyDay,./data_dsicap/DorothyDay/raw/863.html.txt,train43
33,DorothyDay,./data_dsicap/DorothyDay/raw/42.html.txt,train50
34,DorothyDay,./data_dsicap/DorothyDay/raw/440.html.txt,test12
35,DorothyDay,./data_dsicap/DorothyDay/raw/214.html.txt,test17
36,DorothyDay,./data_dsicap/DorothyDay/raw/941.html.txt,train18
37,DorothyDay,./data_dsicap/DorothyDay/raw/812.html.txt,train44
38,DorothyDay,./data_dsicap/DorothyDay/raw/13.html.txt,test18
39,DorothyDay,./data_dsicap/DorothyDay/raw/301.html.txt,test02
40,DorothyDay,./data_dsicap/DorothyDay/raw/389.html.txt,train48
41,DorothyDay,./data_dsicap/DorothyDay/raw/574.html.txt,test10
42,DorothyDay,./data_dsicap/DorothyDay/raw/527.html.txt,test18
43,DorothyDay,./data_dsicap/DorothyDay/raw/217.html.txt,train26
44,DorothyDay,./data_dsicap/DorothyDay/raw/583.html.txt,train05
45,DorothyDay,./data_dsicap/DorothyDay/raw/242.html.txt,test07
46,DorothyDay,./data_dsicap/DorothyDay/raw/909.html.txt,train19
47,DorothyDay,./data_dsicap/DorothyDay/raw/651.html.txt,test00
48,DorothyDay,./data_dsicap/DorothyDay/raw/788.html.txt,train27
49,DorothyDay,./data_dsicap/DorothyDay/raw/890.html.txt,test15
50,DorothyDay,./data_dsicap/DorothyDay/raw/658.html.txt,train48
51,DorothyDay,./data_dsicap/DorothyDay/raw/528.html.txt,train33
52,DorothyDay,./data_dsicap/DorothyDay/raw/598.html.txt,train27
53,DorothyDay,./data_dsicap/DorothyDay/raw/518.html.txt,train27
