,group,filepath,subgroup
0,DorothyDay,./data_dsicap/DorothyDay/raw/341.html.txt,train09
1,DorothyDay,./data_dsicap/DorothyDay/raw/813.html.txt,train64
2,DorothyDay,./data_dsicap/DorothyDay/raw/856.html.txt,train15
3,DorothyDay,./data_dsicap/DorothyDay/raw/479.html.txt,train48
4,DorothyDay,./data_dsicap/DorothyDay/raw/824.html.txt,train24
5,DorothyDay,./data_dsicap/DorothyDay/raw/322.html.txt,train35
6,DorothyDay,./data_dsicap/DorothyDay/raw/892.html.txt,train41
7,DorothyDay,./data_dsicap/DorothyDay/raw/217.html.txt,train33
8,DorothyDay,./data_dsicap/DorothyDay/raw/200.html.txt,train38
9,DorothyDay,./data_dsicap/DorothyDay/raw/897.html.txt,train03
10,DorothyDay,./data_dsicap/DorothyDay/raw/840.html.txt,train30
11,DorothyDay,./data_dsicap/DorothyDay/raw/768.html.txt,train31
12,DorothyDay,./data_dsicap/DorothyDay/raw/420.html.txt,train34
13,DorothyDay,./data_dsicap/DorothyDay/raw/739.html.txt,train47
14,DorothyDay,./data_dsicap/DorothyDay/raw/600.html.txt,train61
15,DorothyDay,./data_dsicap/DorothyDay/raw/248.html.txt,train06
16,DorothyDay,./data_dsicap/DorothyDay/raw/809.html.txt,train19
17,DorothyDay,./data_dsicap/DorothyDay/raw/487.html.txt,train36
18,DorothyDay,./data_dsicap/DorothyDay/raw/868.html.txt,train40
19,DorothyDay,./data_dsicap/DorothyDay/raw/912.html.txt,train54
20,DorothyDay,./data_dsicap/DorothyDay/raw/470.html.txt,train34
21,DorothyDay,./data_dsicap/DorothyDay/raw/300.html.txt,train14
22,DorothyDay,./data_dsicap/DorothyDay/raw/195.html.txt,train40
23,DorothyDay,./data_dsicap/DorothyDay/raw/503.html.txt,train22
24,DorothyDay,./data_dsicap/DorothyDay/raw/428.html.txt,train52
25,DorothyDay,./data_dsicap/DorothyDay/raw/251.html.txt,train00
26,DorothyDay,./data_dsicap/DorothyDay/raw/928.html.txt,train41
27,DorothyDay,./data_dsicap/DorothyDay/raw/515.html.txt,test03
28,DorothyDay,./data_dsicap/DorothyDay/raw/843.html.txt,train42
29,DorothyDay,./data_dsicap/DorothyDay/raw/202.html.txt,train57
30,DorothyDay,./data_dsicap/DorothyDay/raw/331.html.txt,train68
31,DorothyDay,./data_dsicap/DorothyDay/raw/898.html.txt,train37
32,DorothyDay,./data_dsicap/DorothyDay/raw/783.html.txt,train25
33,DorothyDay,./data_dsicap/DorothyDay/raw/705.html.txt,train44
34,DorothyDay,./data_dsicap/DorothyDay/raw/206.html.txt,train57
35,DorothyDay,./data_dsicap/DorothyDay/raw/145.html.txt,train17
36,DorothyDay,./data_dsicap/DorothyDay/raw/374.html.txt,train05
37,DorothyDay,./data_dsicap/DorothyDay/raw/804.html.txt,train16
38,DorothyDay,./data_dsicap/DorothyDay/raw/583.html.txt,train04
39,DorothyDay,./data_dsicap/DorothyDay/raw/712.html.txt,train20
40,DorothyDay,./data_dsicap/DorothyDay/raw/349.html.txt,train42
41,DorothyDay,./data_dsicap/DorothyDay/raw/792.html.txt,train54
42,DorothyDay,./data_dsicap/DorothyDay/raw/638.html.txt,train39
43,DorothyDay,./data_dsicap/DorothyDay/raw/853.html.txt,train54
44,DorothyDay,./data_dsicap/DorothyDay/raw/767.html.txt,train12
45,DorothyDay,./data_dsicap/DorothyDay/raw/946.html.txt,train34
46,DorothyDay,./data_dsicap/DorothyDay/raw/327.html.txt,train43
47,DorothyDay,./data_dsicap/DorothyDay/raw/384.html.txt,train30
48,DorothyDay,./data_dsicap/DorothyDay/raw/156.html.txt,train02
49,DorothyDay,./data_dsicap/DorothyDay/raw/430.html.txt,train50
50,DorothyDay,./data_dsicap/DorothyDay/raw/236.html.txt,train36
51,DorothyDay,./data_dsicap/DorothyDay/raw/502.html.txt,train09
52,DorothyDay,./data_dsicap/DorothyDay/raw/568.html.txt,train31
53,DorothyDay,./data_dsicap/DorothyDay/raw/611.html.txt,train24
54,DorothyDay,./data_dsicap/DorothyDay/raw/538.html.txt,train41
55,DorothyDay,./data_dsicap/DorothyDay/raw/295.html.txt,train40
56,DorothyDay,./data_dsicap/DorothyDay/raw/602.html.txt,train37
57,DorothyDay,./data_dsicap/DorothyDay/raw/778.html.txt,train01
58,DorothyDay,./data_dsicap/DorothyDay/raw/734.html.txt,train39
59,DorothyDay,./data_dsicap/DorothyDay/raw/508.html.txt,test04
60,DorothyDay,./data_dsicap/DorothyDay/raw/186.html.txt,train00
61,DorothyDay,./data_dsicap/DorothyDay/raw/178.html.txt,train09
62,DorothyDay,./data_dsicap/DorothyDay/raw/218.html.txt,train17
63,DorothyDay,./data_dsicap/DorothyDay/raw/745.html.txt,train13
64,DorothyDay,./data_dsicap/DorothyDay/raw/400.html.txt,train62
65,DorothyDay,./data_dsicap/DorothyDay/raw/566.html.txt,train64
66,DorothyDay,./data_dsicap/DorothyDay/raw/473.html.txt,train56
67,DorothyDay,./data_dsicap/DorothyDay/raw/835.html.txt,train04
68,DorothyDay,./data_dsicap/DorothyDay/raw/431.html.txt,train16
69,DorothyDay,./data_dsicap/DorothyDay/raw/862.html.txt,train50
70,DorothyDay,./data_dsicap/DorothyDay/raw/848.html.txt,train12
71,DorothyDay,./data_dsicap/DorothyDay/raw/412.html.txt,train10
72,DorothyDay,./data_dsicap/DorothyDay/raw/546.html.txt,train23
73,DorothyDay,./data_dsicap/DorothyDay/raw/414.html.txt,train13
74,DorothyDay,./data_dsicap/DorothyDay/raw/916.html.txt,test02
75,DorothyDay,./data_dsicap/DorothyDay/raw/493.html.txt,train12
76,DorothyDay,./data_dsicap/DorothyDay/raw/355.html.txt,train37
77,DorothyDay,./data_dsicap/DorothyDay/raw/691.html.txt,train48
78,DorothyDay,./data_dsicap/DorothyDay/raw/348.html.txt,train59
79,DorothyDay,./data_dsicap/DorothyDay/raw/446.html.txt,train18
80,DorothyDay,./data_dsicap/DorothyDay/raw/542.html.txt,train62
81,DorothyDay,./data_dsicap/DorothyDay/raw/469.html.txt,train19
82,DorothyDay,./data_dsicap/DorothyDay/raw/333.html.txt,train55
83,DorothyDay,./data_dsicap/DorothyDay/raw/922.html.txt,train40
84,DorothyDay,./data_dsicap/DorothyDay/raw/188.html.txt,test00
85,DorothyDay,./data_dsicap/DorothyDay/raw/442.html.txt,train52
86,DorothyDay,./data_dsicap/DorothyDay/raw/558.html.txt,train20
87,DorothyDay,./data_dsicap/DorothyDay/raw/648.html.txt,train11
88,DorothyDay,./data_dsicap/DorothyDay/raw/256.html.txt,train64
89,DorothyDay,./data_dsicap/DorothyDay/raw/169.html.txt,train61
90,DorothyDay,./data_dsicap/DorothyDay/raw/838.html.txt,train08
91,DorothyDay,./data_dsicap/DorothyDay/raw/575.html.txt,train55
92,DorothyDay,./data_dsicap/DorothyDay/raw/829.html.txt,train44
93,DorothyDay,./data_dsicap/DorothyDay/raw/561.html.txt,train14
94,DorothyDay,./data_dsicap/DorothyDay/raw/383.html.txt,train06
95,DorothyDay,./data_dsicap/DorothyDay/raw/708.html.txt,train21
96,DorothyDay,./data_dsicap/DorothyDay/raw/754.html.txt,train50
97,DorothyDay,./data_dsicap/DorothyDay/raw/165.html.txt,train56
98,DorothyDay,./data_dsicap/DorothyDay/raw/737.html.txt,train35
99,DorothyDay,./data_dsicap/DorothyDay/raw/562.html.txt,train53
100,DorothyDay,./data_dsicap/DorothyDay/raw/724.html.txt,train48
101,DorothyDay,./data_dsicap/DorothyDay/raw/807.html.txt,train28
102,DorothyDay,./data_dsicap/DorothyDay/raw/336.html.txt,train30
103,DorothyDay,./data_dsicap/DorothyDay/raw/167.html.txt,test01
104,DorothyDay,./data_dsicap/DorothyDay/raw/386.html.txt,train52
105,DorothyDay,./data_dsicap/DorothyDay/raw/686.html.txt,train62
106,DorothyDay,./data_dsicap/DorothyDay/raw/385.html.txt,train03
107,DorothyDay,./data_dsicap/DorothyDay/raw/750.html.txt,train28
108,DorothyDay,./data_dsicap/DorothyDay/raw/798.html.txt,train45
109,DorothyDay,./data_dsicap/DorothyDay/raw/790.html.txt,train47
110,DorothyDay,./data_dsicap/DorothyDay/raw/516.html.txt,train19
111,DorothyDay,./data_dsicap/DorothyDay/raw/585.html.txt,train26
112,DorothyDay,./data_dsicap/DorothyDay/raw/894.html.txt,train16
113,DorothyDay,./data_dsicap/DorothyDay/raw/287.html.txt,train68
114,DorothyDay,./data_dsicap/DorothyDay/raw/356.html.txt,train52
115,DorothyDay,./data_dsicap/DorothyDay/raw/673.html.txt,train51
116,DorothyDay,./data_dsicap/DorothyDay/raw/249.html.txt,train35
117,DorothyDay,./data_dsicap/DorothyDay/raw/235.html.txt,train60
118,DorothyDay,./data_dsicap/DorothyDay/raw/416.html.txt,train66
119,DorothyDay,./data_dsicap/DorothyDay/raw/607.html.txt,train33
120,DorothyDay,./data_dsicap/DorothyDay/raw/443.html.txt,test03
121,DorothyDay,./data_dsicap/DorothyDay/raw/825.html.txt,train59
122,DorothyDay,./data_dsicap/DorothyDay/raw/793.html.txt,test07
123,DorothyDay,./data_dsicap/DorothyDay/raw/799.html.txt,train37
124,DorothyDay,./data_dsicap/DorothyDay/raw/427.html.txt,train10
125,DorothyDay,./data_dsicap/DorothyDay/raw/226.html.txt,train22
126,DorothyDay,./data_dsicap/DorothyDay/raw/262.html.txt,train26
127,DorothyDay,./data_dsicap/DorothyDay/raw/766.html.txt,train50
128,DorothyDay,./data_dsicap/DorothyDay/raw/776.html.txt,train44
129,DorothyDay,./data_dsicap/DorothyDay/raw/744.html.txt,train07
130,DorothyDay,./data_dsicap/DorothyDay/raw/644.html.txt,train14
131,DorothyDay,./data_dsicap/DorothyDay/raw/531.html.txt,train38
132,DorothyDay,./data_dsicap/DorothyDay/raw/637.html.txt,train63
133,DorothyDay,./data_dsicap/DorothyDay/raw/647.html.txt,train11
134,DorothyDay,./data_dsicap/DorothyDay/raw/354.html.txt,train54
135,DorothyDay,./data_dsicap/DorothyDay/raw/604.html.txt,train32
136,DorothyDay,./data_dsicap/DorothyDay/raw/439.html.txt,train47
137,DorothyDay,./data_dsicap/DorothyDay/raw/277.html.txt,train08
138,DorothyDay,./data_dsicap/DorothyDay/raw/325.html.txt,train05
139,DorothyDay,./data_dsicap/DorothyDay/raw/610.html.txt,train42
